startTime,endTime,cost
2013-08-12 00:00:00,2013-08-12 02:21:07,550.71
2013-08-12 02:21:07,2013-08-12 04:42:14,470.48
2013-08-12 04:42:14,2013-08-12 07:03:21,494.68
2013-08-12 07:03:21,2013-08-12 09:24:28,525.2
2013-08-12 09:24:28,2013-08-12 11:45:36,485.82
2013-08-12 11:45:36,2013-08-12 14:06:43,517.47
2013-08-12 14:06:43,2013-08-12 16:27:50,472.37
2013-08-12 16:27:50,2013-08-12 18:48:57,476.89
2013-08-12 18:48:57,2013-08-12 21:10:04,477.52
2013-08-12 21:10:04,2013-08-12 23:31:12,530.55
2013-08-12 23:31:12,2013-08-13 01:52:19,488.72
2013-08-13 01:52:19,2013-08-13 04:13:26,540.98
2013-08-13 04:13:26,2013-08-13 06:34:33,495.32
2013-08-13 06:34:33,2013-08-13 08:55:40,520.05
2013-08-13 08:55:40,2013-08-13 11:16:48,496.53
2013-08-13 11:16:48,2013-08-13 13:37:55,559.97
2013-08-13 13:37:55,2013-08-13 15:59:02,525.64
2013-08-13 15:59:02,2013-08-13 18:20:09,544.28
2013-08-13 18:20:09,2013-08-13 20:41:16,541.21
2013-08-13 20:41:16,2013-08-13 23:02:24,530.79
2013-08-13 23:02:24,2013-08-14 01:23:31,505.69
2013-08-14 01:23:31,2013-08-14 03:44:38,517.03
2013-08-14 03:44:38,2013-08-14 06:05:45,493.47
2013-08-14 06:05:45,2013-08-14 08:26:52,488.17
2013-08-14 08:26:52,2013-08-14 10:48:00,493.2
2013-08-14 10:48:00,2013-08-14 13:09:07,505.47
2013-08-14 13:09:07,2013-08-14 15:30:14,546.52
2013-08-14 15:30:14,2013-08-14 17:51:21,526.75
2013-08-14 17:51:21,2013-08-14 20:12:28,521.06
2013-08-14 20:12:28,2013-08-14 22:33:36,551.53
2013-08-14 22:33:36,2013-08-15 00:54:43,513.24
2013-08-15 00:54:43,2013-08-15 03:15:50,483.47
2013-08-15 03:15:50,2013-08-15 05:36:57,511.33
2013-08-15 05:36:57,2013-08-15 07:58:04,554.7
2013-08-15 07:58:04,2013-08-15 10:19:12,540.82
2013-08-15 10:19:12,2013-08-15 12:40:19,555.16
