startTime,endTime,cost
2013-08-12 00:00:00,2013-08-12 02:21:07,382.77
2013-08-12 02:21:07,2013-08-12 04:42:14,420.83
2013-08-12 04:42:14,2013-08-12 07:03:21,409.96
2013-08-12 07:03:21,2013-08-12 09:24:28,428.32
2013-08-12 09:24:28,2013-08-12 11:45:36,414.73
2013-08-12 11:45:36,2013-08-12 14:06:43,382.95
2013-08-12 14:06:43,2013-08-12 16:27:50,372.74
2013-08-12 16:27:50,2013-08-12 18:48:57,415.17
2013-08-12 18:48:57,2013-08-12 21:10:04,405.97
2013-08-12 21:10:04,2013-08-12 23:31:12,400.71
2013-08-12 23:31:12,2013-08-13 01:52:19,380.09
2013-08-13 01:52:19,2013-08-13 04:13:26,376.27
2013-08-13 04:13:26,2013-08-13 06:34:33,395.61
2013-08-13 06:34:33,2013-08-13 08:55:40,397.34
2013-08-13 08:55:40,2013-08-13 11:16:48,399.75
2013-08-13 11:16:48,2013-08-13 13:37:55,384.98
2013-08-13 13:37:55,2013-08-13 15:59:02,392.25
2013-08-13 15:59:02,2013-08-13 18:20:09,413.23
2013-08-13 18:20:09,2013-08-13 20:41:16,425.7
2013-08-13 20:41:16,2013-08-13 23:02:24,418.1
2013-08-13 23:02:24,2013-08-14 01:23:31,408.26
2013-08-14 01:23:31,2013-08-14 03:44:38,374.01
2013-08-14 03:44:38,2013-08-14 06:05:45,419.44
2013-08-14 06:05:45,2013-08-14 08:26:52,372.6
2013-08-14 08:26:52,2013-08-14 10:48:00,386.29
2013-08-14 10:48:00,2013-08-14 13:09:07,385.26
2013-08-14 13:09:07,2013-08-14 15:30:14,407.7
2013-08-14 15:30:14,2013-08-14 17:51:21,447.11
2013-08-14 17:51:21,2013-08-14 20:12:28,404.07
2013-08-14 20:12:28,2013-08-14 22:33:36,375.99
2013-08-14 22:33:36,2013-08-15 00:54:43,394.71
2013-08-15 00:54:43,2013-08-15 03:15:50,439.37
2013-08-15 03:15:50,2013-08-15 05:36:57,423.53
2013-08-15 05:36:57,2013-08-15 07:58:04,426.62
2013-08-15 07:58:04,2013-08-15 10:19:12,380.68
2013-08-15 10:19:12,2013-08-15 12:40:19,380.97
2013-08-15 12:40:19,2013-08-15 15:01:26,427.12
2013-08-15 15:01:26,2013-08-15 17:22:33,391.3
2013-08-15 17:22:33,2013-08-15 19:43:40,410.23
2013-08-15 19:43:40,2013-08-15 22:04:48,433.26
2013-08-15 22:04:48,2013-08-16 00:25:55,422.9
2013-08-16 00:25:55,2013-08-16 02:47:02,401.67
2013-08-16 02:47:02,2013-08-16 05:08:09,429.53
2013-08-16 05:08:09,2013-08-16 07:29:16,374.98
2013-08-16 07:29:16,2013-08-16 09:50:24,417.63
2013-08-16 09:50:24,2013-08-16 12:11:31,437.17
2013-08-16 12:11:31,2013-08-16 14:32:38,386.36
2013-08-16 14:32:38,2013-08-16 16:53:45,414.87
2013-08-16 16:53:45,2013-08-16 19:14:52,447.63
2013-08-16 19:14:52,2013-08-16 21:36:00,408.63
2013-08-16 21:36:00,2013-08-16 23:57:07,385.0
2013-08-16 23:57:07,2013-08-17 02:18:14,384.22
2013-08-17 02:18:14,2013-08-17 04:39:21,381.3
2013-08-17 04:39:21,2013-08-17 07:00:28,444.43
2013-08-17 07:00:28,2013-08-17 09:21:36,371.45
2013-08-17 09:21:36,2013-08-17 11:42:43,441.49
2013-08-17 11:42:43,2013-08-17 14:03:50,439.7
2013-08-17 14:03:50,2013-08-17 16:24:57,387.96
2013-08-17 16:24:57,2013-08-17 18:46:04,445.38
2013-08-17 18:46:04,2013-08-17 21:07:12,382.26
2013-08-17 21:07:12,2013-08-17 23:28:19,374.88
2013-08-17 23:28:19,2013-08-18 01:49:26,370.63
2013-08-18 01:49:26,2013-08-18 04:10:33,429.3
2013-08-18 04:10:33,2013-08-18 06:31:40,432.55
2013-08-18 06:31:40,2013-08-18 08:52:48,431.75
2013-08-18 08:52:48,2013-08-18 11:13:55,427.66
2013-08-18 11:13:55,2013-08-18 13:35:02,421.08
2013-08-18 13:35:02,2013-08-18 15:56:09,434.98
2013-08-18 15:56:09,2013-08-18 18:17:16,419.63
2013-08-18 18:17:16,2013-08-18 20:38:24,367.17
2013-08-18 20:38:24,2013-08-18 22:59:31,373.14
2013-08-18 22:59:31,2013-08-19 01:20:38,384.1
2013-08-19 01:20:38,2013-08-19 03:41:45,392.83
2013-08-19 03:41:45,2013-08-19 06:02:52,391.85
2013-08-19 06:02:52,2013-08-19 08:24:00,431.05
2013-08-19 08:24:00,2013-08-19 10:45:07,371.19
2013-08-19 10:45:07,2013-08-19 13:06:14,402.66
2013-08-19 13:06:14,2013-08-19 15:27:21,420.09
2013-08-19 15:27:21,2013-08-19 17:48:28,396.17
2013-08-19 17:48:28,2013-08-19 20:09:36,437.76
2013-08-19 20:09:36,2013-08-19 22:30:43,382.38
2013-08-19 22:30:43,2013-08-20 00:51:50,381.23
2013-08-20 00:51:50,2013-08-20 03:12:57,435.98
2013-08-20 03:12:57,2013-08-20 05:34:04,370.57
2013-08-20 05:34:04,2013-08-20 07:55:12,397.55
2013-08-20 07:55:12,2013-08-20 10:16:19,442.18
2013-08-20 10:16:19,2013-08-20 12:37:26,430.59
2013-08-20 12:37:26,2013-08-20 14:58:33,385.04
2013-08-20 14:58:33,2013-08-20 17:19:40,431.99
2013-08-20 17:19:40,2013-08-20 19:40:48,444.04
2013-08-20 19:40:48,2013-08-20 22:01:55,399.47
2013-08-20 22:01:55,2013-08-21 00:23:02,411.43
2013-08-21 00:23:02,2013-08-21 02:44:09,401.2
2013-08-21 02:44:09,2013-08-21 05:05:16,403.62
2013-08-21 05:05:16,2013-08-21 07:26:24,426.1
2013-08-21 07:26:24,2013-08-21 09:47:31,391.76
2013-08-21 09:47:31,2013-08-21 12:08:38,410.62
2013-08-21 12:08:38,2013-08-21 14:29:45,424.18
2013-08-21 14:29:45,2013-08-21 16:50:52,387.71
2013-08-21 16:50:52,2013-08-21 19:12:00,394.78
2013-08-21 19:12:00,2013-08-21 21:33:07,412.27
2013-08-21 21:33:07,2013-08-21 23:54:14,443.92
2013-08-21 23:54:14,2013-08-22 02:15:21,437.13
2013-08-22 02:15:21,2013-08-22 04:36:28,393.16
2013-08-22 04:36:28,2013-08-22 06:57:36,408.49
2013-08-22 06:57:36,2013-08-22 09:18:43,432.05
2013-08-22 09:18:43,2013-08-22 11:39:50,383.86
2013-08-22 11:39:50,2013-08-22 14:00:57,372.89
2013-08-22 14:00:57,2013-08-22 16:22:04,435.77
2013-08-22 16:22:04,2013-08-22 18:43:12,406.51
2013-08-22 18:43:12,2013-08-22 21:04:19,379.03
2013-08-22 21:04:19,2013-08-22 23:25:26,394.7
2013-08-22 23:25:26,2013-08-23 01:46:33,374.61
2013-08-23 01:46:33,2013-08-23 04:07:40,407.36
2013-08-23 04:07:40,2013-08-23 06:28:48,393.79
2013-08-23 06:28:48,2013-08-23 08:49:55,370.81
2013-08-23 08:49:55,2013-08-23 11:11:02,369.49
2013-08-23 11:11:02,2013-08-23 13:32:09,439.77
2013-08-23 13:32:09,2013-08-23 15:53:16,378.72
2013-08-23 15:53:16,2013-08-23 18:14:24,407.46
2013-08-23 18:14:24,2013-08-23 20:35:31,433.4
2013-08-23 20:35:31,2013-08-23 22:56:38,397.68
2013-08-23 22:56:38,2013-08-24 01:17:45,424.57
2013-08-24 01:17:45,2013-08-24 03:38:52,393.81
2013-08-24 03:38:52,2013-08-24 06:00:00,387.58
2013-08-24 06:00:00,2013-08-24 08:21:07,371.22
2013-08-24 08:21:07,2013-08-24 10:42:14,429.18
2013-08-24 10:42:14,2013-08-24 13:03:21,445.25
2013-08-24 13:03:21,2013-08-24 15:24:28,420.67
2013-08-24 15:24:28,2013-08-24 17:45:36,378.18
2013-08-24 17:45:36,2013-08-24 20:06:43,420.04
2013-08-24 20:06:43,2013-08-24 22:27:50,418.92
2013-08-24 22:27:50,2013-08-25 00:48:57,436.88
2013-08-25 00:48:57,2013-08-25 03:10:04,402.7
2013-08-25 03:10:04,2013-08-25 05:31:12,444.91
2013-08-25 05:31:12,2013-08-25 07:52:19,409.04
2013-08-25 07:52:19,2013-08-25 10:13:26,380.26
2013-08-25 10:13:26,2013-08-25 12:34:33,423.0
2013-08-25 12:34:33,2013-08-25 14:55:40,386.02
2013-08-25 14:55:40,2013-08-25 17:16:48,427.37
2013-08-25 17:16:48,2013-08-25 19:37:55,397.66
2013-08-25 19:37:55,2013-08-25 21:59:02,378.96
2013-08-25 21:59:02,2013-08-26 00:20:09,427.21
2013-08-26 00:20:09,2013-08-26 02:41:16,393.19
2013-08-26 02:41:16,2013-08-26 05:02:24,366.65
2013-08-26 05:02:24,2013-08-26 07:23:31,414.72
2013-08-26 07:23:31,2013-08-26 09:44:38,438.36
2013-08-26 09:44:38,2013-08-26 12:05:45,430.13
2013-08-26 12:05:45,2013-08-26 14:26:52,386.71
2013-08-26 14:26:52,2013-08-26 16:48:00,394.31
2013-08-26 16:48:00,2013-08-26 19:09:07,393.64
2013-08-26 19:09:07,2013-08-26 21:30:14,376.46
2013-08-26 21:30:14,2013-08-26 23:51:21,417.6
2013-08-26 23:51:21,2013-08-27 02:12:28,439.45
2013-08-27 02:12:28,2013-08-27 04:33:36,427.56
2013-08-27 04:33:36,2013-08-27 06:54:43,426.1
2013-08-27 06:54:43,2013-08-27 09:15:50,446.13
2013-08-27 09:15:50,2013-08-27 11:36:57,386.51
2013-08-27 11:36:57,2013-08-27 13:58:04,437.42
2013-08-27 13:58:04,2013-08-27 16:19:12,398.14
2013-08-27 16:19:12,2013-08-27 18:40:19,425.92
2013-08-27 18:40:19,2013-08-27 21:01:26,429.08
2013-08-27 21:01:26,2013-08-27 23:22:33,390.94
2013-08-27 23:22:33,2013-08-28 01:43:40,389.03
2013-08-28 01:43:40,2013-08-28 04:04:48,408.5
2013-08-28 04:04:48,2013-08-28 06:25:55,419.5
2013-08-28 06:25:55,2013-08-28 08:47:02,403.98
2013-08-28 08:47:02,2013-08-28 11:08:09,416.68
2013-08-28 11:08:09,2013-08-28 13:29:16,425.21
2013-08-28 13:29:16,2013-08-28 15:50:24,426.57
2013-08-28 15:50:24,2013-08-28 18:11:31,378.83
2013-08-28 18:11:31,2013-08-28 20:32:38,391.32
2013-08-28 20:32:38,2013-08-28 22:53:45,416.46
2013-08-28 22:53:45,2013-08-29 01:14:52,412.22
2013-08-29 01:14:52,2013-08-29 03:36:00,415.53
2013-08-29 03:36:00,2013-08-29 05:57:07,400.12
2013-08-29 05:57:07,2013-08-29 08:18:14,425.22
2013-08-29 08:18:14,2013-08-29 10:39:21,409.21
2013-08-29 10:39:21,2013-08-29 13:00:28,375.16
2013-08-29 13:00:28,2013-08-29 15:21:36,420.75
2013-08-29 15:21:36,2013-08-29 17:42:43,418.7
2013-08-29 17:42:43,2013-08-29 20:03:50,379.99
2013-08-29 20:03:50,2013-08-29 22:24:57,367.85
2013-08-29 22:24:57,2013-08-30 00:46:04,387.22
2013-08-30 00:46:04,2013-08-30 03:07:12,443.21
2013-08-30 03:07:12,2013-08-30 05:28:19,424.46
2013-08-30 05:28:19,2013-08-30 07:49:26,428.91
2013-08-30 07:49:26,2013-08-30 10:10:33,440.26
2013-08-30 10:10:33,2013-08-30 12:31:40,441.53
2013-08-30 12:31:40,2013-08-30 14:52:48,378.37
2013-08-30 14:52:48,2013-08-30 17:13:55,447.68
2013-08-30 17:13:55,2013-08-30 19:35:02,393.44
2013-08-30 19:35:02,2013-08-30 21:56:09,434.19
2013-08-30 21:56:09,2013-08-31 00:17:16,413.78
2013-08-31 00:17:16,2013-08-31 02:38:24,433.92
2013-08-31 02:38:24,2013-08-31 04:59:31,432.65
2013-08-31 04:59:31,2013-08-31 07:20:38,367.31
2013-08-31 07:20:38,2013-08-31 09:41:45,393.59
2013-08-31 09:41:45,2013-08-31 12:02:52,379.87
2013-08-31 12:02:52,2013-08-31 14:24:00,404.09
2013-08-31 14:24:00,2013-08-31 16:45:07,437.16
2013-08-31 16:45:07,2013-08-31 19:06:14,422.96
2013-08-31 19:06:14,2013-08-31 21:27:21,435.13
2013-08-31 21:27:21,2013-08-31 23:48:28,441.42
2013-08-31 23:48:28,2013-09-01 02:09:36,436.47
2013-09-01 02:09:36,2013-09-01 04:30:43,438.83
2013-09-01 04:30:43,2013-09-01 06:51:50,396.92
2013-09-01 06:51:50,2013-09-01 09:12:57,379.58
2013-09-01 09:12:57,2013-09-01 11:34:04,385.42
2013-09-01 11:34:04,2013-09-01 13:55:12,424.28
2013-09-01 13:55:12,2013-09-01 16:16:19,399.87
2013-09-01 16:16:19,2013-09-01 18:37:26,435.49
2013-09-01 18:37:26,2013-09-01 20:58:33,423.45
2013-09-01 20:58:33,2013-09-01 23:19:40,420.33
2013-09-01 23:19:40,2013-09-02 01:40:48,392.08
2013-09-02 01:40:48,2013-09-02 04:01:55,423.09
2013-09-02 04:01:55,2013-09-02 06:23:02,380.98
2013-09-02 06:23:02,2013-09-02 08:44:09,383.31
2013-09-02 08:44:09,2013-09-02 11:05:16,414.36
2013-09-02 11:05:16,2013-09-02 13:26:24,398.57
2013-09-02 13:26:24,2013-09-02 15:47:31,386.67
2013-09-02 15:47:31,2013-09-02 18:08:38,436.61
2013-09-02 18:08:38,2013-09-02 20:29:45,441.29
2013-09-02 20:29:45,2013-09-02 22:50:52,374.45
2013-09-02 22:50:52,2013-09-03 01:12:00,419.45
2013-09-03 01:12:00,2013-09-03 03:33:07,443.87
2013-09-03 03:33:07,2013-09-03 05:54:14,439.07
2013-09-03 05:54:14,2013-09-03 08:15:21,366.81
2013-09-03 08:15:21,2013-09-03 10:36:28,380.91
2013-09-03 10:36:28,2013-09-03 12:57:36,369.34
2013-09-03 12:57:36,2013-09-03 15:18:43,368.0
2013-09-03 15:18:43,2013-09-03 17:39:50,438.15
2013-09-03 17:39:50,2013-09-03 20:00:57,394.55
2013-09-03 20:00:57,2013-09-03 22:22:04,418.56
2013-09-03 22:22:04,2013-09-04 00:43:12,446.02
2013-09-04 00:43:12,2013-09-04 03:04:19,404.25
2013-09-04 03:04:19,2013-09-04 05:25:26,385.98
2013-09-04 05:25:26,2013-09-04 07:46:33,381.01
2013-09-04 07:46:33,2013-09-04 10:07:40,406.27
2013-09-04 10:07:40,2013-09-04 12:28:48,408.54
2013-09-04 12:28:48,2013-09-04 14:49:55,434.73
2013-09-04 14:49:55,2013-09-04 17:11:02,427.85
2013-09-04 17:11:02,2013-09-04 19:32:09,398.1
2013-09-04 19:32:09,2013-09-04 21:53:16,397.0
2013-09-04 21:53:16,2013-09-05 00:14:24,439.95
2013-09-05 00:14:24,2013-09-05 02:35:31,412.54
2013-09-05 02:35:31,2013-09-05 04:56:38,402.17
2013-09-05 04:56:38,2013-09-05 07:17:45,419.59
2013-09-05 07:17:45,2013-09-05 09:38:52,409.37
2013-09-05 09:38:52,2013-09-05 12:00:00,439.26
2013-09-05 12:00:00,2013-09-05 14:21:07,439.03
2013-09-05 14:21:07,2013-09-05 16:42:14,412.81
2013-09-05 16:42:14,2013-09-05 19:03:21,412.61
2013-09-05 19:03:21,2013-09-05 21:24:28,443.66
2013-09-05 21:24:28,2013-09-05 23:45:36,407.35
2013-09-05 23:45:36,2013-09-06 02:06:43,443.06
2013-09-06 02:06:43,2013-09-06 04:27:50,368.41
2013-09-06 04:27:50,2013-09-06 06:48:57,368.39
2013-09-06 06:48:57,2013-09-06 09:10:04,407.97
2013-09-06 09:10:04,2013-09-06 11:31:12,431.67
2013-09-06 11:31:12,2013-09-06 13:52:19,430.12
2013-09-06 13:52:19,2013-09-06 16:13:26,373.46
2013-09-06 16:13:26,2013-09-06 18:34:33,423.3
2013-09-06 18:34:33,2013-09-06 20:55:40,416.86
2013-09-06 20:55:40,2013-09-06 23:16:48,403.78
2013-09-06 23:16:48,2013-09-07 01:37:55,436.28
2013-09-07 01:37:55,2013-09-07 03:59:02,443.67
2013-09-07 03:59:02,2013-09-07 06:20:09,400.11
2013-09-07 06:20:09,2013-09-07 08:41:16,399.27
2013-09-07 08:41:16,2013-09-07 11:02:24,442.16
2013-09-07 11:02:24,2013-09-07 13:23:31,400.5
2013-09-07 13:23:31,2013-09-07 15:44:38,366.65
2013-09-07 15:44:38,2013-09-07 18:05:45,417.2
2013-09-07 18:05:45,2013-09-07 20:26:52,404.6
2013-09-07 20:26:52,2013-09-07 22:48:00,411.63
2013-09-07 22:48:00,2013-09-08 01:09:07,413.94
2013-09-08 01:09:07,2013-09-08 03:30:14,392.23
2013-09-08 03:30:14,2013-09-08 05:51:21,386.07
2013-09-08 05:51:21,2013-09-08 08:12:28,402.74
2013-09-08 08:12:28,2013-09-08 10:33:36,386.19
2013-09-08 10:33:36,2013-09-08 12:54:43,446.28
2013-09-08 12:54:43,2013-09-08 15:15:50,442.28
2013-09-08 15:15:50,2013-09-08 17:36:57,382.45
2013-09-08 17:36:57,2013-09-08 19:58:04,393.56
2013-09-08 19:58:04,2013-09-08 22:19:12,386.55
2013-09-08 22:19:12,2013-09-09 00:40:19,411.08
2013-09-09 00:40:19,2013-09-09 03:01:26,416.71
