startTime,endTime,cost
2013-08-12 00:00:00,2013-08-12 02:21:07,551.39
2013-08-12 02:21:07,2013-08-12 04:42:14,508.49
2013-08-12 04:42:14,2013-08-12 07:03:21,1632.67
2013-08-12 07:03:21,2013-08-12 09:24:28,517.73
2013-08-12 09:24:28,2013-08-12 11:45:36,547.05
2013-08-12 11:45:36,2013-08-12 14:06:43,526.56
2013-08-12 14:06:43,2013-08-12 16:27:50,491.73
2013-08-12 16:27:50,2013-08-12 18:48:57,527.33
2013-08-12 18:48:57,2013-08-12 21:10:04,1537.11
2013-08-12 21:10:04,2013-08-12 23:31:12,517.88
2013-08-12 23:31:12,2013-08-13 01:52:19,477.43
2013-08-13 01:52:19,2013-08-13 04:13:26,555.32
2013-08-13 04:13:26,2013-08-13 06:34:33,554.29
2013-08-13 06:34:33,2013-08-13 08:55:40,467.02
2013-08-13 08:55:40,2013-08-13 11:16:48,503.36
2013-08-13 11:16:48,2013-08-13 13:37:55,531.45
2013-08-13 13:37:55,2013-08-13 15:59:02,463.06
2013-08-13 15:59:02,2013-08-13 18:20:09,527.92
2013-08-13 18:20:09,2013-08-13 20:41:16,1500.77
2013-08-13 20:41:16,2013-08-13 23:02:24,547.28
2013-08-13 23:02:24,2013-08-14 01:23:31,532.87
2013-08-14 01:23:31,2013-08-14 03:44:38,521.37
2013-08-14 03:44:38,2013-08-14 06:05:45,538.09
2013-08-14 06:05:45,2013-08-14 08:26:52,468.0
2013-08-14 08:26:52,2013-08-14 10:48:00,487.02
2013-08-14 10:48:00,2013-08-14 13:09:07,470.68
2013-08-14 13:09:07,2013-08-14 15:30:14,544.62
2013-08-14 15:30:14,2013-08-14 17:51:21,491.5
2013-08-14 17:51:21,2013-08-14 20:12:28,515.14
2013-08-14 20:12:28,2013-08-14 22:33:36,505.29
2013-08-14 22:33:36,2013-08-15 00:54:43,521.62
2013-08-15 00:54:43,2013-08-15 03:15:50,510.2
2013-08-15 03:15:50,2013-08-15 05:36:57,490.72
2013-08-15 05:36:57,2013-08-15 07:58:04,465.43
2013-08-15 07:58:04,2013-08-15 10:19:12,508.87
2013-08-15 10:19:12,2013-08-15 12:40:19,492.25
2013-08-15 12:40:19,2013-08-15 15:01:26,474.45
2013-08-15 15:01:26,2013-08-15 17:22:33,1631.38
2013-08-15 17:22:33,2013-08-15 19:43:40,529.91
2013-08-15 19:43:40,2013-08-15 22:04:48,485.16
2013-08-15 22:04:48,2013-08-16 00:25:55,543.13
2013-08-16 00:25:55,2013-08-16 02:47:02,503.73
2013-08-16 02:47:02,2013-08-16 05:08:09,516.55
2013-08-16 05:08:09,2013-08-16 07:29:16,521.21
2013-08-16 07:29:16,2013-08-16 09:50:24,460.84
2013-08-16 09:50:24,2013-08-16 12:11:31,524.89
2013-08-16 12:11:31,2013-08-16 14:32:38,504.59
2013-08-16 14:32:38,2013-08-16 16:53:45,470.52
2013-08-16 16:53:45,2013-08-16 19:14:52,485.41
2013-08-16 19:14:52,2013-08-16 21:36:00,517.79
2013-08-16 21:36:00,2013-08-16 23:57:07,523.95
2013-08-16 23:57:07,2013-08-17 02:18:14,1573.67
2013-08-17 02:18:14,2013-08-17 04:39:21,528.2
2013-08-17 04:39:21,2013-08-17 07:00:28,531.92
2013-08-17 07:00:28,2013-08-17 09:21:36,546.97
2013-08-17 09:21:36,2013-08-17 11:42:43,561.2
2013-08-17 11:42:43,2013-08-17 14:03:50,479.49
2013-08-17 14:03:50,2013-08-17 16:24:57,477.87
2013-08-17 16:24:57,2013-08-17 18:46:04,1564.01
2013-08-17 18:46:04,2013-08-17 21:07:12,1520.97
2013-08-17 21:07:12,2013-08-17 23:28:19,504.9
2013-08-17 23:28:19,2013-08-18 01:49:26,562.47
2013-08-18 01:49:26,2013-08-18 04:10:33,525.65
2013-08-18 04:10:33,2013-08-18 06:31:40,1630.21
2013-08-18 06:31:40,2013-08-18 08:52:48,485.17
2013-08-18 08:52:48,2013-08-18 11:13:55,1474.23
2013-08-18 11:13:55,2013-08-18 13:35:02,536.52
2013-08-18 13:35:02,2013-08-18 15:56:09,473.26
