startTime,endTime,cost
2013-08-12 00:00:00,2013-08-12 02:21:07,411.5
2013-08-12 02:21:07,2013-08-12 04:42:14,415.61
2013-08-12 04:42:14,2013-08-12 07:03:21,415.22
2013-08-12 07:03:21,2013-08-12 09:24:28,453.69
2013-08-12 09:24:28,2013-08-12 11:45:36,459.73
2013-08-12 11:45:36,2013-08-12 14:06:43,460.3
2013-08-12 14:06:43,2013-08-12 16:27:50,427.04
2013-08-12 16:27:50,2013-08-12 18:48:57,406.78
2013-08-12 18:48:57,2013-08-12 21:10:04,424.02
2013-08-12 21:10:04,2013-08-12 23:31:12,401.06
2013-08-12 23:31:12,2013-08-13 01:52:19,456.7
2013-08-13 01:52:19,2013-08-13 04:13:26,443.3
2013-08-13 04:13:26,2013-08-13 06:34:33,432.16
2013-08-13 06:34:33,2013-08-13 08:55:40,404.64
2013-08-13 08:55:40,2013-08-13 11:16:48,401.51
2013-08-13 11:16:48,2013-08-13 13:37:55,459.95
2013-08-13 13:37:55,2013-08-13 15:59:02,405.31
2013-08-13 15:59:02,2013-08-13 18:20:09,415.58
2013-08-13 18:20:09,2013-08-13 20:41:16,432.24
2013-08-13 20:41:16,2013-08-13 23:02:24,432.48
2013-08-13 23:02:24,2013-08-14 01:23:31,455.21
2013-08-14 01:23:31,2013-08-14 03:44:38,420.82
2013-08-14 03:44:38,2013-08-14 06:05:45,438.74
2013-08-14 06:05:45,2013-08-14 08:26:52,458.03
2013-08-14 08:26:52,2013-08-14 10:48:00,391.05
2013-08-14 10:48:00,2013-08-14 13:09:07,431.65
2013-08-14 13:09:07,2013-08-14 15:30:14,430.08
2013-08-14 15:30:14,2013-08-14 17:51:21,390.86
2013-08-14 17:51:21,2013-08-14 20:12:28,425.8
2013-08-14 20:12:28,2013-08-14 22:33:36,420.03
2013-08-14 22:33:36,2013-08-15 00:54:43,1210.33
2013-08-15 00:54:43,2013-08-15 03:15:50,437.6
2013-08-15 03:15:50,2013-08-15 05:36:57,412.59
2013-08-15 05:36:57,2013-08-15 07:58:04,434.91
2013-08-15 07:58:04,2013-08-15 10:19:12,396.34
2013-08-15 10:19:12,2013-08-15 12:40:19,440.69
2013-08-15 12:40:19,2013-08-15 15:01:26,1224.48
2013-08-15 15:01:26,2013-08-15 17:22:33,463.04
2013-08-15 17:22:33,2013-08-15 19:43:40,468.88
2013-08-15 19:43:40,2013-08-15 22:04:48,392.21
2013-08-15 22:04:48,2013-08-16 00:25:55,398.07
2013-08-16 00:25:55,2013-08-16 02:47:02,1299.79
2013-08-16 02:47:02,2013-08-16 05:08:09,420.14
2013-08-16 05:08:09,2013-08-16 07:29:16,423.59
2013-08-16 07:29:16,2013-08-16 09:50:24,415.59
2013-08-16 09:50:24,2013-08-16 12:11:31,451.25
2013-08-16 12:11:31,2013-08-16 14:32:38,439.34
2013-08-16 14:32:38,2013-08-16 16:53:45,1264.09
2013-08-16 16:53:45,2013-08-16 19:14:52,429.51
2013-08-16 19:14:52,2013-08-16 21:36:00,388.61
2013-08-16 21:36:00,2013-08-16 23:57:07,388.6
2013-08-16 23:57:07,2013-08-17 02:18:14,450.51
2013-08-17 02:18:14,2013-08-17 04:39:21,385.93
2013-08-17 04:39:21,2013-08-17 07:00:28,443.68
2013-08-17 07:00:28,2013-08-17 09:21:36,432.07
2013-08-17 09:21:36,2013-08-17 11:42:43,391.68
2013-08-17 11:42:43,2013-08-17 14:03:50,455.64
2013-08-17 14:03:50,2013-08-17 16:24:57,455.02
2013-08-17 16:24:57,2013-08-17 18:46:04,402.99
2013-08-17 18:46:04,2013-08-17 21:07:12,442.44
2013-08-17 21:07:12,2013-08-17 23:28:19,393.1
2013-08-17 23:28:19,2013-08-18 01:49:26,410.02
2013-08-18 01:49:26,2013-08-18 04:10:33,385.39
2013-08-18 04:10:33,2013-08-18 06:31:40,444.95
2013-08-18 06:31:40,2013-08-18 08:52:48,448.79
2013-08-18 08:52:48,2013-08-18 11:13:55,388.16
2013-08-18 11:13:55,2013-08-18 13:35:02,387.4
2013-08-18 13:35:02,2013-08-18 15:56:09,461.68
2013-08-18 15:56:09,2013-08-18 18:17:16,439.48
2013-08-18 18:17:16,2013-08-18 20:38:24,406.98
2013-08-18 20:38:24,2013-08-18 22:59:31,426.74
2013-08-18 22:59:31,2013-08-19 01:20:38,443.89
2013-08-19 01:20:38,2013-08-19 03:41:45,469.35
2013-08-19 03:41:45,2013-08-19 06:02:52,442.71
2013-08-19 06:02:52,2013-08-19 08:24:00,1255.91
2013-08-19 08:24:00,2013-08-19 10:45:07,410.07
2013-08-19 10:45:07,2013-08-19 13:06:14,416.11
2013-08-19 13:06:14,2013-08-19 15:27:21,425.92
2013-08-19 15:27:21,2013-08-19 17:48:28,385.94
2013-08-19 17:48:28,2013-08-19 20:09:36,467.97
2013-08-19 20:09:36,2013-08-19 22:30:43,457.32
2013-08-19 22:30:43,2013-08-20 00:51:50,458.04
2013-08-20 00:51:50,2013-08-20 03:12:57,423.24
2013-08-20 03:12:57,2013-08-20 05:34:04,446.07
2013-08-20 05:34:04,2013-08-20 07:55:12,431.0
2013-08-20 07:55:12,2013-08-20 10:16:19,450.04
2013-08-20 10:16:19,2013-08-20 12:37:26,410.06
2013-08-20 12:37:26,2013-08-20 14:58:33,1359.36
2013-08-20 14:58:33,2013-08-20 17:19:40,410.83
2013-08-20 17:19:40,2013-08-20 19:40:48,456.29
2013-08-20 19:40:48,2013-08-20 22:01:55,1308.48
2013-08-20 22:01:55,2013-08-21 00:23:02,406.02
2013-08-21 00:23:02,2013-08-21 02:44:09,402.41
2013-08-21 02:44:09,2013-08-21 05:05:16,1315.82
2013-08-21 05:05:16,2013-08-21 07:26:24,425.58
2013-08-21 07:26:24,2013-08-21 09:47:31,468.38
2013-08-21 09:47:31,2013-08-21 12:08:38,410.76
2013-08-21 12:08:38,2013-08-21 14:29:45,413.36
2013-08-21 14:29:45,2013-08-21 16:50:52,1288.08
2013-08-21 16:50:52,2013-08-21 19:12:00,407.72
2013-08-21 19:12:00,2013-08-21 21:33:07,406.07
2013-08-21 21:33:07,2013-08-21 23:54:14,467.27
2013-08-21 23:54:14,2013-08-22 02:15:21,418.0
2013-08-22 02:15:21,2013-08-22 04:36:28,1309.47
2013-08-22 04:36:28,2013-08-22 06:57:36,440.33
2013-08-22 06:57:36,2013-08-22 09:18:43,431.79
2013-08-22 09:18:43,2013-08-22 11:39:50,427.68
2013-08-22 11:39:50,2013-08-22 14:00:57,388.9
2013-08-22 14:00:57,2013-08-22 16:22:04,419.19
2013-08-22 16:22:04,2013-08-22 18:43:12,408.25
2013-08-22 18:43:12,2013-08-22 21:04:19,439.81
2013-08-22 21:04:19,2013-08-22 23:25:26,426.44
2013-08-22 23:25:26,2013-08-23 01:46:33,1303.32
2013-08-23 01:46:33,2013-08-23 04:07:40,453.61
2013-08-23 04:07:40,2013-08-23 06:28:48,417.0
2013-08-23 06:28:48,2013-08-23 08:49:55,460.82
2013-08-23 08:49:55,2013-08-23 11:11:02,454.38
2013-08-23 11:11:02,2013-08-23 13:32:09,1310.7
2013-08-23 13:32:09,2013-08-23 15:53:16,428.07
