startTime,endTime,cost
2013-08-12 00:00:00,2013-08-12 02:21:07,398.23
2013-08-12 02:21:07,2013-08-12 04:42:14,356.95
2013-08-12 04:42:14,2013-08-12 07:03:21,413.27
2013-08-12 07:03:21,2013-08-12 09:24:28,393.33
2013-08-12 09:24:28,2013-08-12 11:45:36,828.04
2013-08-12 11:45:36,2013-08-12 14:06:43,905.78
2013-08-12 14:06:43,2013-08-12 16:27:50,866.25
2013-08-12 16:27:50,2013-08-12 18:48:57,730.91
2013-08-12 18:48:57,2013-08-12 21:10:04,848.7
2013-08-12 21:10:04,2013-08-12 23:31:12,378.43
2013-08-12 23:31:12,2013-08-13 01:52:19,345.53
2013-08-13 01:52:19,2013-08-13 04:13:26,360.73
2013-08-13 04:13:26,2013-08-13 06:34:33,347.67
2013-08-13 06:34:33,2013-08-13 08:55:40,422.44
2013-08-13 08:55:40,2013-08-13 11:16:48,763.8
2013-08-13 11:16:48,2013-08-13 13:37:55,830.55
2013-08-13 13:37:55,2013-08-13 15:59:02,732.17
2013-08-13 15:59:02,2013-08-13 18:20:09,880.55
2013-08-13 18:20:09,2013-08-13 20:41:16,864.6
2013-08-13 20:41:16,2013-08-13 23:02:24,375.53
2013-08-13 23:02:24,2013-08-14 01:23:31,415.63
2013-08-14 01:23:31,2013-08-14 03:44:38,329.73
2013-08-14 03:44:38,2013-08-14 06:05:45,394.38
2013-08-14 06:05:45,2013-08-14 08:26:52,394.74
2013-08-14 08:26:52,2013-08-14 10:48:00,741.81
2013-08-14 10:48:00,2013-08-14 13:09:07,827.52
2013-08-14 13:09:07,2013-08-14 15:30:14,850.97
2013-08-14 15:30:14,2013-08-14 17:51:21,741.82
2013-08-14 17:51:21,2013-08-14 20:12:28,756.64
2013-08-14 20:12:28,2013-08-14 22:33:36,388.46
2013-08-14 22:33:36,2013-08-15 00:54:43,424.2
2013-08-15 00:54:43,2013-08-15 03:15:50,332.77
2013-08-15 03:15:50,2013-08-15 05:36:57,402.12
2013-08-15 05:36:57,2013-08-15 07:58:04,345.1
2013-08-15 07:58:04,2013-08-15 10:19:12,387.23
2013-08-15 10:19:12,2013-08-15 12:40:19,866.41
2013-08-15 12:40:19,2013-08-15 15:01:26,711.46
2013-08-15 15:01:26,2013-08-15 17:22:33,742.04
2013-08-15 17:22:33,2013-08-15 19:43:40,736.67
2013-08-15 19:43:40,2013-08-15 22:04:48,366.47
2013-08-15 22:04:48,2013-08-16 00:25:55,368.76
2013-08-16 00:25:55,2013-08-16 02:47:02,391.01
2013-08-16 02:47:02,2013-08-16 05:08:09,329.67
2013-08-16 05:08:09,2013-08-16 07:29:16,328.1
2013-08-16 07:29:16,2013-08-16 09:50:24,349.69
2013-08-16 09:50:24,2013-08-16 12:11:31,845.1
2013-08-16 12:11:31,2013-08-16 14:32:38,826.73
2013-08-16 14:32:38,2013-08-16 16:53:45,706.6
2013-08-16 16:53:45,2013-08-16 19:14:52,804.39
