startTime,endTime,cost
2013-08-12 00:00:00,2013-08-12 02:21:07,384.17
2013-08-12 02:21:07,2013-08-12 04:42:14,355.99
2013-08-12 04:42:14,2013-08-12 07:03:21,384.94
2013-08-12 07:03:21,2013-08-12 09:24:28,326.33
2013-08-12 09:24:28,2013-08-12 11:45:36,902.72
2013-08-12 11:45:36,2013-08-12 14:06:43,869.09
2013-08-12 14:06:43,2013-08-12 16:27:50,862.11
2013-08-12 16:27:50,2013-08-12 18:48:57,815.15
2013-08-12 18:48:57,2013-08-12 21:10:04,729.98
2013-08-12 21:10:04,2013-08-12 23:31:12,409.63
2013-08-12 23:31:12,2013-08-13 01:52:19,384.22
2013-08-13 01:52:19,2013-08-13 04:13:26,371.76
2013-08-13 04:13:26,2013-08-13 06:34:33,427.84
2013-08-13 06:34:33,2013-08-13 08:55:40,372.05
2013-08-13 08:55:40,2013-08-13 11:16:48,833.79
2013-08-13 11:16:48,2013-08-13 13:37:55,908.56
2013-08-13 13:37:55,2013-08-13 15:59:02,878.14
2013-08-13 15:59:02,2013-08-13 18:20:09,789.54
2013-08-13 18:20:09,2013-08-13 20:41:16,843.27
2013-08-13 20:41:16,2013-08-13 23:02:24,355.79
2013-08-13 23:02:24,2013-08-14 01:23:31,376.06
2013-08-14 01:23:31,2013-08-14 03:44:38,341.98
2013-08-14 03:44:38,2013-08-14 06:05:45,410.3
2013-08-14 06:05:45,2013-08-14 08:26:52,339.19
2013-08-14 08:26:52,2013-08-14 10:48:00,872.66
2013-08-14 10:48:00,2013-08-14 13:09:07,710.68
2013-08-14 13:09:07,2013-08-14 15:30:14,917.69
2013-08-14 15:30:14,2013-08-14 17:51:21,909.04
2013-08-14 17:51:21,2013-08-14 20:12:28,741.68
2013-08-14 20:12:28,2013-08-14 22:33:36,354.01
2013-08-14 22:33:36,2013-08-15 00:54:43,374.85
2013-08-15 00:54:43,2013-08-15 03:15:50,345.5
2013-08-15 03:15:50,2013-08-15 05:36:57,429.62
2013-08-15 05:36:57,2013-08-15 07:58:04,360.32
2013-08-15 07:58:04,2013-08-15 10:19:12,348.34
2013-08-15 10:19:12,2013-08-15 12:40:19,836.83
2013-08-15 12:40:19,2013-08-15 15:01:26,724.3
2013-08-15 15:01:26,2013-08-15 17:22:33,891.3
2013-08-15 17:22:33,2013-08-15 19:43:40,818.34
2013-08-15 19:43:40,2013-08-15 22:04:48,330.23
2013-08-15 22:04:48,2013-08-16 00:25:55,327.63
2013-08-16 00:25:55,2013-08-16 02:47:02,393.63
2013-08-16 02:47:02,2013-08-16 05:08:09,413.41
2013-08-16 05:08:09,2013-08-16 07:29:16,402.24
2013-08-16 07:29:16,2013-08-16 09:50:24,379.8
2013-08-16 09:50:24,2013-08-16 12:11:31,722.16
2013-08-16 12:11:31,2013-08-16 14:32:38,864.26
2013-08-16 14:32:38,2013-08-16 16:53:45,800.02
2013-08-16 16:53:45,2013-08-16 19:14:52,774.62
2013-08-16 19:14:52,2013-08-16 21:36:00,328.26
2013-08-16 21:36:00,2013-08-16 23:57:07,391.05
2013-08-16 23:57:07,2013-08-17 02:18:14,337.94
2013-08-17 02:18:14,2013-08-17 04:39:21,385.92
2013-08-17 04:39:21,2013-08-17 07:00:28,351.24
2013-08-17 07:00:28,2013-08-17 09:21:36,345.73
2013-08-17 09:21:36,2013-08-17 11:42:43,760.05
2013-08-17 11:42:43,2013-08-17 14:03:50,771.7
2013-08-17 14:03:50,2013-08-17 16:24:57,895.74
2013-08-17 16:24:57,2013-08-17 18:46:04,839.3
2013-08-17 18:46:04,2013-08-17 21:07:12,767.99
2013-08-17 21:07:12,2013-08-17 23:28:19,387.01
2013-08-17 23:28:19,2013-08-18 01:49:26,411.31
2013-08-18 01:49:26,2013-08-18 04:10:33,422.09
2013-08-18 04:10:33,2013-08-18 06:31:40,403.33
2013-08-18 06:31:40,2013-08-18 08:52:48,330.25
2013-08-18 08:52:48,2013-08-18 11:13:55,841.26
2013-08-18 11:13:55,2013-08-18 13:35:02,754.87
2013-08-18 13:35:02,2013-08-18 15:56:09,731.91
2013-08-18 15:56:09,2013-08-18 18:17:16,708.25
2013-08-18 18:17:16,2013-08-18 20:38:24,851.88
2013-08-18 20:38:24,2013-08-18 22:59:31,325.91
2013-08-18 22:59:31,2013-08-19 01:20:38,427.63
2013-08-19 01:20:38,2013-08-19 03:41:45,340.96
2013-08-19 03:41:45,2013-08-19 06:02:52,366.48
2013-08-19 06:02:52,2013-08-19 08:24:00,327.91
2013-08-19 08:24:00,2013-08-19 10:45:07,812.68
2013-08-19 10:45:07,2013-08-19 13:06:14,794.32
2013-08-19 13:06:14,2013-08-19 15:27:21,733.92
2013-08-19 15:27:21,2013-08-19 17:48:28,895.04
2013-08-19 17:48:28,2013-08-19 20:09:36,882.18
2013-08-19 20:09:36,2013-08-19 22:30:43,339.07
2013-08-19 22:30:43,2013-08-20 00:51:50,405.24
2013-08-20 00:51:50,2013-08-20 03:12:57,370.15
2013-08-20 03:12:57,2013-08-20 05:34:04,416.41
2013-08-20 05:34:04,2013-08-20 07:55:12,341.26
2013-08-20 07:55:12,2013-08-20 10:16:19,354.63
2013-08-20 10:16:19,2013-08-20 12:37:26,889.57
2013-08-20 12:37:26,2013-08-20 14:58:33,750.59
2013-08-20 14:58:33,2013-08-20 17:19:40,881.95
2013-08-20 17:19:40,2013-08-20 19:40:48,813.49
2013-08-20 19:40:48,2013-08-20 22:01:55,408.01
2013-08-20 22:01:55,2013-08-21 00:23:02,371.91
2013-08-21 00:23:02,2013-08-21 02:44:09,401.36
2013-08-21 02:44:09,2013-08-21 05:05:16,395.71
2013-08-21 05:05:16,2013-08-21 07:26:24,394.55
2013-08-21 07:26:24,2013-08-21 09:47:31,390.82
2013-08-21 09:47:31,2013-08-21 12:08:38,849.37
2013-08-21 12:08:38,2013-08-21 14:29:45,839.48
2013-08-21 14:29:45,2013-08-21 16:50:52,728.61
2013-08-21 16:50:52,2013-08-21 19:12:00,845.2
2013-08-21 19:12:00,2013-08-21 21:33:07,327.03
2013-08-21 21:33:07,2013-08-21 23:54:14,352.15
2013-08-21 23:54:14,2013-08-22 02:15:21,393.79
2013-08-22 02:15:21,2013-08-22 04:36:28,408.24
2013-08-22 04:36:28,2013-08-22 06:57:36,328.75
2013-08-22 06:57:36,2013-08-22 09:18:43,391.95
2013-08-22 09:18:43,2013-08-22 11:39:50,912.58
2013-08-22 11:39:50,2013-08-22 14:00:57,865.29
2013-08-22 14:00:57,2013-08-22 16:22:04,717.87
2013-08-22 16:22:04,2013-08-22 18:43:12,730.35
2013-08-22 18:43:12,2013-08-22 21:04:19,833.55
2013-08-22 21:04:19,2013-08-22 23:25:26,368.9
2013-08-22 23:25:26,2013-08-23 01:46:33,396.78
2013-08-23 01:46:33,2013-08-23 04:07:40,404.63
2013-08-23 04:07:40,2013-08-23 06:28:48,379.98
2013-08-23 06:28:48,2013-08-23 08:49:55,378.08
2013-08-23 08:49:55,2013-08-23 11:11:02,883.98
2013-08-23 11:11:02,2013-08-23 13:32:09,794.51
2013-08-23 13:32:09,2013-08-23 15:53:16,857.17
2013-08-23 15:53:16,2013-08-23 18:14:24,752.76
2013-08-23 18:14:24,2013-08-23 20:35:31,914.93
2013-08-23 20:35:31,2013-08-23 22:56:38,343.27
2013-08-23 22:56:38,2013-08-24 01:17:45,371.97
2013-08-24 01:17:45,2013-08-24 03:38:52,337.76
2013-08-24 03:38:52,2013-08-24 06:00:00,397.85
2013-08-24 06:00:00,2013-08-24 08:21:07,363.88
2013-08-24 08:21:07,2013-08-24 10:42:14,847.23
2013-08-24 10:42:14,2013-08-24 13:03:21,737.7
2013-08-24 13:03:21,2013-08-24 15:24:28,708.19
2013-08-24 15:24:28,2013-08-24 17:45:36,812.66
2013-08-24 17:45:36,2013-08-24 20:06:43,825.56
2013-08-24 20:06:43,2013-08-24 22:27:50,424.77
2013-08-24 22:27:50,2013-08-25 00:48:57,349.13
2013-08-25 00:48:57,2013-08-25 03:10:04,432.16
2013-08-25 03:10:04,2013-08-25 05:31:12,427.88
2013-08-25 05:31:12,2013-08-25 07:52:19,417.53
2013-08-25 07:52:19,2013-08-25 10:13:26,326.09
2013-08-25 10:13:26,2013-08-25 12:34:33,793.28
2013-08-25 12:34:33,2013-08-25 14:55:40,799.94
2013-08-25 14:55:40,2013-08-25 17:16:48,796.86
2013-08-25 17:16:48,2013-08-25 19:37:55,731.0
2013-08-25 19:37:55,2013-08-25 21:59:02,422.8
2013-08-25 21:59:02,2013-08-26 00:20:09,393.61
2013-08-26 00:20:09,2013-08-26 02:41:16,390.93
2013-08-26 02:41:16,2013-08-26 05:02:24,331.94
2013-08-26 05:02:24,2013-08-26 07:23:31,390.1
2013-08-26 07:23:31,2013-08-26 09:44:38,388.64
2013-08-26 09:44:38,2013-08-26 12:05:45,789.37
2013-08-26 12:05:45,2013-08-26 14:26:52,721.03
2013-08-26 14:26:52,2013-08-26 16:48:00,853.94
2013-08-26 16:48:00,2013-08-26 19:09:07,726.35
2013-08-26 19:09:07,2013-08-26 21:30:14,340.66
2013-08-26 21:30:14,2013-08-26 23:51:21,344.95
2013-08-26 23:51:21,2013-08-27 02:12:28,407.64
2013-08-27 02:12:28,2013-08-27 04:33:36,409.96
2013-08-27 04:33:36,2013-08-27 06:54:43,350.99
2013-08-27 06:54:43,2013-08-27 09:15:50,387.22
2013-08-27 09:15:50,2013-08-27 11:36:57,885.38
2013-08-27 11:36:57,2013-08-27 13:58:04,746.33
2013-08-27 13:58:04,2013-08-27 16:19:12,799.96
2013-08-27 16:19:12,2013-08-27 18:40:19,719.76
2013-08-27 18:40:19,2013-08-27 21:01:26,860.06
2013-08-27 21:01:26,2013-08-27 23:22:33,384.83
2013-08-27 23:22:33,2013-08-28 01:43:40,384.69
2013-08-28 01:43:40,2013-08-28 04:04:48,331.49
2013-08-28 04:04:48,2013-08-28 06:25:55,360.41
2013-08-28 06:25:55,2013-08-28 08:47:02,389.98
2013-08-28 08:47:02,2013-08-28 11:08:09,848.56
2013-08-28 11:08:09,2013-08-28 13:29:16,845.42
2013-08-28 13:29:16,2013-08-28 15:50:24,739.37
2013-08-28 15:50:24,2013-08-28 18:11:31,758.24
2013-08-28 18:11:31,2013-08-28 20:32:38,726.27
2013-08-28 20:32:38,2013-08-28 22:53:45,329.8
2013-08-28 22:53:45,2013-08-29 01:14:52,429.75
2013-08-29 01:14:52,2013-08-29 03:36:00,355.03
2013-08-29 03:36:00,2013-08-29 05:57:07,421.01
2013-08-29 05:57:07,2013-08-29 08:18:14,387.59
2013-08-29 08:18:14,2013-08-29 10:39:21,810.07
2013-08-29 10:39:21,2013-08-29 13:00:28,734.22
2013-08-29 13:00:28,2013-08-29 15:21:36,734.14
2013-08-29 15:21:36,2013-08-29 17:42:43,907.18
2013-08-29 17:42:43,2013-08-29 20:03:50,828.93
2013-08-29 20:03:50,2013-08-29 22:24:57,425.45
2013-08-29 22:24:57,2013-08-30 00:46:04,355.5
2013-08-30 00:46:04,2013-08-30 03:07:12,365.12
2013-08-30 03:07:12,2013-08-30 05:28:19,348.3
2013-08-30 05:28:19,2013-08-30 07:49:26,406.47
2013-08-30 07:49:26,2013-08-30 10:10:33,366.78
2013-08-30 10:10:33,2013-08-30 12:31:40,892.89
2013-08-30 12:31:40,2013-08-30 14:52:48,796.04
2013-08-30 14:52:48,2013-08-30 17:13:55,890.32
2013-08-30 17:13:55,2013-08-30 19:35:02,713.8
2013-08-30 19:35:02,2013-08-30 21:56:09,348.43
2013-08-30 21:56:09,2013-08-31 00:17:16,353.57
2013-08-31 00:17:16,2013-08-31 02:38:24,426.35
2013-08-31 02:38:24,2013-08-31 04:59:31,332.94
2013-08-31 04:59:31,2013-08-31 07:20:38,390.14
2013-08-31 07:20:38,2013-08-31 09:41:45,424.4
2013-08-31 09:41:45,2013-08-31 12:02:52,888.36
2013-08-31 12:02:52,2013-08-31 14:24:00,898.19
