startTime,endTime,cost
2013-08-12 00:00:00,2013-08-12 02:21:07,710.28
2013-08-12 02:21:07,2013-08-12 04:42:14,345.52
2013-08-12 04:42:14,2013-08-12 07:03:21,421.76
2013-08-12 07:03:21,2013-08-12 09:24:28,581.49
2013-08-12 09:24:28,2013-08-12 11:45:36,434.22
2013-08-12 11:45:36,2013-08-12 14:06:43,593.89
2013-08-12 14:06:43,2013-08-12 16:27:50,493.07
2013-08-12 16:27:50,2013-08-12 18:48:57,632.31
2013-08-12 18:48:57,2013-08-12 21:10:04,324.49
2013-08-12 21:10:04,2013-08-12 23:31:12,378.99
2013-08-12 23:31:12,2013-08-13 01:52:19,363.76
2013-08-13 01:52:19,2013-08-13 04:13:26,555.88
2013-08-13 04:13:26,2013-08-13 06:34:33,597.67
2013-08-13 06:34:33,2013-08-13 08:55:40,473.6
2013-08-13 08:55:40,2013-08-13 11:16:48,424.25
2013-08-13 11:16:48,2013-08-13 13:37:55,658.4
2013-08-13 13:37:55,2013-08-13 15:59:02,451.54
2013-08-13 15:59:02,2013-08-13 18:20:09,595.44
2013-08-13 18:20:09,2013-08-13 20:41:16,634.05
2013-08-13 20:41:16,2013-08-13 23:02:24,385.85
2013-08-13 23:02:24,2013-08-14 01:23:31,563.82
2013-08-14 01:23:31,2013-08-14 03:44:38,687.46
2013-08-14 03:44:38,2013-08-14 06:05:45,384.39
2013-08-14 06:05:45,2013-08-14 08:26:52,573.13
2013-08-14 08:26:52,2013-08-14 10:48:00,491.89
2013-08-14 10:48:00,2013-08-14 13:09:07,611.32
2013-08-14 13:09:07,2013-08-14 15:30:14,439.46
2013-08-14 15:30:14,2013-08-14 17:51:21,726.47
2013-08-14 17:51:21,2013-08-14 20:12:28,329.33
2013-08-14 20:12:28,2013-08-14 22:33:36,729.37
2013-08-14 22:33:36,2013-08-15 00:54:43,322.21
2013-08-15 00:54:43,2013-08-15 03:15:50,607.45
2013-08-15 03:15:50,2013-08-15 05:36:57,539.13
2013-08-15 05:36:57,2013-08-15 07:58:04,707.46
2013-08-15 07:58:04,2013-08-15 10:19:12,551.85
2013-08-15 10:19:12,2013-08-15 12:40:19,506.63
2013-08-15 12:40:19,2013-08-15 15:01:26,660.09
2013-08-15 15:01:26,2013-08-15 17:22:33,500.05
2013-08-15 17:22:33,2013-08-15 19:43:40,602.55
2013-08-15 19:43:40,2013-08-15 22:04:48,547.55
2013-08-15 22:04:48,2013-08-16 00:25:55,655.75
2013-08-16 00:25:55,2013-08-16 02:47:02,471.26
2013-08-16 02:47:02,2013-08-16 05:08:09,382.12
2013-08-16 05:08:09,2013-08-16 07:29:16,626.35
2013-08-16 07:29:16,2013-08-16 09:50:24,666.19
2013-08-16 09:50:24,2013-08-16 12:11:31,600.37
2013-08-16 12:11:31,2013-08-16 14:32:38,426.16
2013-08-16 14:32:38,2013-08-16 16:53:45,478.92
2013-08-16 16:53:45,2013-08-16 19:14:52,643.46
2013-08-16 19:14:52,2013-08-16 21:36:00,662.24
2013-08-16 21:36:00,2013-08-16 23:57:07,711.11
2013-08-16 23:57:07,2013-08-17 02:18:14,619.12
2013-08-17 02:18:14,2013-08-17 04:39:21,444.43
2013-08-17 04:39:21,2013-08-17 07:00:28,623.92
2013-08-17 07:00:28,2013-08-17 09:21:36,553.66
2013-08-17 09:21:36,2013-08-17 11:42:43,607.29
2013-08-17 11:42:43,2013-08-17 14:03:50,651.23
2013-08-17 14:03:50,2013-08-17 16:24:57,388.42
2013-08-17 16:24:57,2013-08-17 18:46:04,462.7
2013-08-17 18:46:04,2013-08-17 21:07:12,590.26
2013-08-17 21:07:12,2013-08-17 23:28:19,543.83
2013-08-17 23:28:19,2013-08-18 01:49:26,332.1
2013-08-18 01:49:26,2013-08-18 04:10:33,508.42
2013-08-18 04:10:33,2013-08-18 06:31:40,415.87
2013-08-18 06:31:40,2013-08-18 08:52:48,496.98
2013-08-18 08:52:48,2013-08-18 11:13:55,585.64
2013-08-18 11:13:55,2013-08-18 13:35:02,370.87
2013-08-18 13:35:02,2013-08-18 15:56:09,481.8
2013-08-18 15:56:09,2013-08-18 18:17:16,454.71
2013-08-18 18:17:16,2013-08-18 20:38:24,573.92
2013-08-18 20:38:24,2013-08-18 22:59:31,333.08
2013-08-18 22:59:31,2013-08-19 01:20:38,458.17
2013-08-19 01:20:38,2013-08-19 03:41:45,576.04
2013-08-19 03:41:45,2013-08-19 06:02:52,496.64
2013-08-19 06:02:52,2013-08-19 08:24:00,367.88
2013-08-19 08:24:00,2013-08-19 10:45:07,328.88
2013-08-19 10:45:07,2013-08-19 13:06:14,372.05
2013-08-19 13:06:14,2013-08-19 15:27:21,480.3
2013-08-19 15:27:21,2013-08-19 17:48:28,628.56
2013-08-19 17:48:28,2013-08-19 20:09:36,334.86
2013-08-19 20:09:36,2013-08-19 22:30:43,605.2
2013-08-19 22:30:43,2013-08-20 00:51:50,528.9
2013-08-20 00:51:50,2013-08-20 03:12:57,513.99
2013-08-20 03:12:57,2013-08-20 05:34:04,359.11
