startTime,endTime,cost
2013-08-12 00:00:00,2013-08-12 02:21:07,664.21
2013-08-12 02:21:07,2013-08-12 04:42:14,530.2
2013-08-12 04:42:14,2013-08-12 07:03:21,563.03
2013-08-12 07:03:21,2013-08-12 09:24:28,636.14
2013-08-12 09:24:28,2013-08-12 11:45:36,368.18
2013-08-12 11:45:36,2013-08-12 14:06:43,589.77
2013-08-12 14:06:43,2013-08-12 16:27:50,488.84
2013-08-12 16:27:50,2013-08-12 18:48:57,514.29
2013-08-12 18:48:57,2013-08-12 21:10:04,488.73
2013-08-12 21:10:04,2013-08-12 23:31:12,342.11
2013-08-12 23:31:12,2013-08-13 01:52:19,314.45
2013-08-13 01:52:19,2013-08-13 04:13:26,606.65
2013-08-13 04:13:26,2013-08-13 06:34:33,458.43
2013-08-13 06:34:33,2013-08-13 08:55:40,359.62
2013-08-13 08:55:40,2013-08-13 11:16:48,442.86
2013-08-13 11:16:48,2013-08-13 13:37:55,614.54
2013-08-13 13:37:55,2013-08-13 15:59:02,509.85
2013-08-13 15:59:02,2013-08-13 18:20:09,629.0
2013-08-13 18:20:09,2013-08-13 20:41:16,391.69
2013-08-13 20:41:16,2013-08-13 23:02:24,632.96
2013-08-13 23:02:24,2013-08-14 01:23:31,298.02
2013-08-14 01:23:31,2013-08-14 03:44:38,486.91
2013-08-14 03:44:38,2013-08-14 06:05:45,607.56
2013-08-14 06:05:45,2013-08-14 08:26:52,376.5
2013-08-14 08:26:52,2013-08-14 10:48:00,348.17
2013-08-14 10:48:00,2013-08-14 13:09:07,461.34
2013-08-14 13:09:07,2013-08-14 15:30:14,324.35
2013-08-14 15:30:14,2013-08-14 17:51:21,531.34
2013-08-14 17:51:21,2013-08-14 20:12:28,624.1
2013-08-14 20:12:28,2013-08-14 22:33:36,485.26
2013-08-14 22:33:36,2013-08-15 00:54:43,466.69
2013-08-15 00:54:43,2013-08-15 03:15:50,308.69
2013-08-15 03:15:50,2013-08-15 05:36:57,577.03
2013-08-15 05:36:57,2013-08-15 07:58:04,361.2
2013-08-15 07:58:04,2013-08-15 10:19:12,662.97
2013-08-15 10:19:12,2013-08-15 12:40:19,597.94
2013-08-15 12:40:19,2013-08-15 15:01:26,508.48
2013-08-15 15:01:26,2013-08-15 17:22:33,342.27
2013-08-15 17:22:33,2013-08-15 19:43:40,312.7
2013-08-15 19:43:40,2013-08-15 22:04:48,334.17
2013-08-15 22:04:48,2013-08-16 00:25:55,362.12
2013-08-16 00:25:55,2013-08-16 02:47:02,402.43
2013-08-16 02:47:02,2013-08-16 05:08:09,380.33
2013-08-16 05:08:09,2013-08-16 07:29:16,610.4
2013-08-16 07:29:16,2013-08-16 09:50:24,594.39
2013-08-16 09:50:24,2013-08-16 12:11:31,655.26
2013-08-16 12:11:31,2013-08-16 14:32:38,550.36
2013-08-16 14:32:38,2013-08-16 16:53:45,670.0
2013-08-16 16:53:45,2013-08-16 19:14:52,456.69
2013-08-16 19:14:52,2013-08-16 21:36:00,612.29
2013-08-16 21:36:00,2013-08-16 23:57:07,585.45
2013-08-16 23:57:07,2013-08-17 02:18:14,302.31
2013-08-17 02:18:14,2013-08-17 04:39:21,590.51
2013-08-17 04:39:21,2013-08-17 07:00:28,508.53
2013-08-17 07:00:28,2013-08-17 09:21:36,338.2
2013-08-17 09:21:36,2013-08-17 11:42:43,306.67
2013-08-17 11:42:43,2013-08-17 14:03:50,427.94
2013-08-17 14:03:50,2013-08-17 16:24:57,400.43
2013-08-17 16:24:57,2013-08-17 18:46:04,638.09
2013-08-17 18:46:04,2013-08-17 21:07:12,454.58
2013-08-17 21:07:12,2013-08-17 23:28:19,585.54
2013-08-17 23:28:19,2013-08-18 01:49:26,650.08
2013-08-18 01:49:26,2013-08-18 04:10:33,553.77
2013-08-18 04:10:33,2013-08-18 06:31:40,546.66
2013-08-18 06:31:40,2013-08-18 08:52:48,552.37
2013-08-18 08:52:48,2013-08-18 11:13:55,643.45
2013-08-18 11:13:55,2013-08-18 13:35:02,552.02
2013-08-18 13:35:02,2013-08-18 15:56:09,569.13
2013-08-18 15:56:09,2013-08-18 18:17:16,454.02
2013-08-18 18:17:16,2013-08-18 20:38:24,543.55
2013-08-18 20:38:24,2013-08-18 22:59:31,474.23
2013-08-18 22:59:31,2013-08-19 01:20:38,369.94
2013-08-19 01:20:38,2013-08-19 03:41:45,471.35
2013-08-19 03:41:45,2013-08-19 06:02:52,367.23
2013-08-19 06:02:52,2013-08-19 08:24:00,346.25
2013-08-19 08:24:00,2013-08-19 10:45:07,654.27
2013-08-19 10:45:07,2013-08-19 13:06:14,471.15
2013-08-19 13:06:14,2013-08-19 15:27:21,443.95
2013-08-19 15:27:21,2013-08-19 17:48:28,467.12
2013-08-19 17:48:28,2013-08-19 20:09:36,674.28
2013-08-19 20:09:36,2013-08-19 22:30:43,505.53
2013-08-19 22:30:43,2013-08-20 00:51:50,406.67
2013-08-20 00:51:50,2013-08-20 03:12:57,646.47
2013-08-20 03:12:57,2013-08-20 05:34:04,431.99
2013-08-20 05:34:04,2013-08-20 07:55:12,318.3
2013-08-20 07:55:12,2013-08-20 10:16:19,520.45
2013-08-20 10:16:19,2013-08-20 12:37:26,428.4
2013-08-20 12:37:26,2013-08-20 14:58:33,509.76
2013-08-20 14:58:33,2013-08-20 17:19:40,479.81
2013-08-20 17:19:40,2013-08-20 19:40:48,423.07
2013-08-20 19:40:48,2013-08-20 22:01:55,513.44
2013-08-20 22:01:55,2013-08-21 00:23:02,585.38
2013-08-21 00:23:02,2013-08-21 02:44:09,642.66
2013-08-21 02:44:09,2013-08-21 05:05:16,663.25
2013-08-21 05:05:16,2013-08-21 07:26:24,543.01
2013-08-21 07:26:24,2013-08-21 09:47:31,480.29
2013-08-21 09:47:31,2013-08-21 12:08:38,338.21
2013-08-21 12:08:38,2013-08-21 14:29:45,555.87
2013-08-21 14:29:45,2013-08-21 16:50:52,432.25
2013-08-21 16:50:52,2013-08-21 19:12:00,333.56
2013-08-21 19:12:00,2013-08-21 21:33:07,310.75
2013-08-21 21:33:07,2013-08-21 23:54:14,488.65
2013-08-21 23:54:14,2013-08-22 02:15:21,451.66
2013-08-22 02:15:21,2013-08-22 04:36:28,396.76
2013-08-22 04:36:28,2013-08-22 06:57:36,408.63
2013-08-22 06:57:36,2013-08-22 09:18:43,632.98
2013-08-22 09:18:43,2013-08-22 11:39:50,524.55
2013-08-22 11:39:50,2013-08-22 14:00:57,300.72
2013-08-22 14:00:57,2013-08-22 16:22:04,587.59
2013-08-22 16:22:04,2013-08-22 18:43:12,384.24
2013-08-22 18:43:12,2013-08-22 21:04:19,427.43
2013-08-22 21:04:19,2013-08-22 23:25:26,605.04
2013-08-22 23:25:26,2013-08-23 01:46:33,574.99
2013-08-23 01:46:33,2013-08-23 04:07:40,644.72
2013-08-23 04:07:40,2013-08-23 06:28:48,635.73
2013-08-23 06:28:48,2013-08-23 08:49:55,532.14
2013-08-23 08:49:55,2013-08-23 11:11:02,486.04
2013-08-23 11:11:02,2013-08-23 13:32:09,577.77
2013-08-23 13:32:09,2013-08-23 15:53:16,552.44
